Institution Code,Institution Name,City,State,Country,Institution Type,Field of study,Credential Level,Official Program Pass/Zone/Fail,Debt-to-Earnings Annual Rate,Debt (numerator),Annual Earnings (denominator),Debt-to-Earnings Annual Rate Pass/Fail/Zone,Debt-to-Earnings Discretionary Income Rate,Debt Discretionary Income Rate (numerator),Earnings Discretionary Income Rate (denominator),Debt-to-Earnings Discretionary Income Rate Pass/Fail/Zone,Mean  Annual Earnings From SSA,Median Annual Earnings from SSA,Field Study Grouped
32804,VIRGINIA SCHOOL OF MASSAGE,CHARLOTTESVILLE,VA,United States,PROPRIETARY LESS THAN 2 YEARS,MASSAGE THERAPY/THERAPEUTIC MASSAGE.,01 - UNDERGRADUATE CERTIFICATE,PASS,6.55,1119,17068,PASS,100,1119,0,FAIL,17068,15713,Health field
32833,NORTHWEST HVAC/R ASSOCIATION & TRAINING,SPOKANE,WA,United States,"PRIVATE, NOT-FOR-PROFIT LESS THAN 2 YEARS","HEATING, AIR CONDITIONING, VENTILATION AND REFRIGERATION MAINTENANCE TECHNOLOGY/TECHNICIAN.",01 - UNDERGRADUATE CERTIFICATE,PASS,2.92,937,32088,PASS,6.49,937,14433,PASS,31297,32088,Sciences
32893,COLORADO HEIGHTS UNIVERSITY,DENVER,CO,United States,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",TEACHING ENGLISH AS A SECOND OR FOREIGN LANGUAGE/ESL LANGUAGE INSTRUCTOR.,01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,15506,PASS,0,0,0,PASS,15506,13685,Education & Human Sciences
32933,STRAND COLLEGE OF HAIR DESIGN,MYRTLE BEACH,SC,United States,PROPRIETARY LESS THAN 2 YEARS,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,PASS,7.55,1311,17356,PASS,100,1311,0,FAIL,17207,17356,Others
32943,BLUE CLIFF COLLEGE,METAIRIE,LA,United States,PROPRIETARY 2 TO 3 YEARS,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,FAIL,12.75,1566,12274,FAIL,100,1566,0,FAIL,12274,11715,Others
32943,BLUE CLIFF COLLEGE,METAIRIE,LA,United States,PROPRIETARY 2 TO 3 YEARS,DENTAL ASSISTING/ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,ZONE,8.42,1365,16200,ZONE,100,1365,0,FAIL,15584,16200,Health field
32943,BLUE CLIFF COLLEGE,METAIRIE,LA,United States,PROPRIETARY 2 TO 3 YEARS,MEDICAL/CLINICAL ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,ZONE,10.32,1467,14210,ZONE,100,1467,0,FAIL,14134,14210,Health field
32943,BLUE CLIFF COLLEGE,METAIRIE,LA,United States,PROPRIETARY 2 TO 3 YEARS,RENAL/DIALYSIS TECHNOLOGIST/TECHNICIAN.,01 - UNDERGRADUATE CERTIFICATE,FAIL,12.45,1920,15417,FAIL,100,1920,0,FAIL,15417,14507,Others
32943,BLUE CLIFF COLLEGE,METAIRIE,LA,United States,PROPRIETARY 2 TO 3 YEARS,MASSAGE THERAPY/THERAPEUTIC MASSAGE.,01 - UNDERGRADUATE CERTIFICATE,ZONE,8.19,1311,15999,ZONE,100,1311,0,FAIL,15999,13875,Health field
32943,BLUE CLIFF COLLEGE,METAIRIE,LA,United States,PROPRIETARY 2 TO 3 YEARS,CRIMINAL JUSTICE/LAW ENFORCEMENT ADMINISTRATION.,02 - ASSOCIATES DEGREE,ZONE,10.76,1980,18392,ZONE,268.65,1980,737,FAIL,18392,17517,Management & Administration
32943,BLUE CLIFF COLLEGE,METAIRIE,LA,United States,PROPRIETARY 2 TO 3 YEARS,MEDICAL OFFICE ASSISTANT/SPECIALIST.,01 - UNDERGRADUATE CERTIFICATE,ZONE,8.78,1311,14923,ZONE,100,1311,0,FAIL,13724,14923,Health field
32963,BALTIMORE SCHOOL OF MASSAGE,LINTHICUM,MD,United States,PROPRIETARY LESS THAN 2 YEARS,AESTHETICIAN/ESTHETICIAN AND SKIN CARE SPECIALIST.,01 - UNDERGRADUATE CERTIFICATE,PASS,4.64,994,21401,PASS,26.53,994,3746,ZONE,21401,18668,Others
32963,BALTIMORE SCHOOL OF MASSAGE,LINTHICUM,MD,United States,PROPRIETARY LESS THAN 2 YEARS,MASSAGE THERAPY/THERAPEUTIC MASSAGE.,01 - UNDERGRADUATE CERTIFICATE,PASS,5.9,1135,19236,PASS,71.79,1135,1581,FAIL,19236,16820,Health field
32993,PACIFIC COLLEGE,COSTA MESA,CA,United States,PROPRIETARY 4 YEARS OR MORE,LICENSED PRACTICAL/VOCATIONAL NURSE TRAINING.,01 - UNDERGRADUATE CERTIFICATE,PASS,10.31,4876,47278,ZONE,16.46,4876,29623,PASS,47278,46922,Health field
33043,CENTURA COLLEGE,NORTH CHARLESTON,SC,United States,PROPRIETARY 2 TO 3 YEARS,INFORMATION TECHNOLOGY.,01 - UNDERGRADUATE CERTIFICATE,ZONE,8.09,1321,16323,ZONE,100,1321,0,FAIL,16323,11995,Sciences
33043,CENTURA COLLEGE,NORTH CHARLESTON,SC,United States,PROPRIETARY 2 TO 3 YEARS,"HEATING, AIR CONDITIONING, VENTILATION AND REFRIGERATION MAINTENANCE TECHNOLOGY/TECHNICIAN.",01 - UNDERGRADUATE CERTIFICATE,ZONE,11.15,2036,18253,ZONE,340.46,2036,598,FAIL,18253,16356,Sciences
33043,CENTURA COLLEGE,NORTH CHARLESTON,SC,United States,PROPRIETARY 2 TO 3 YEARS,MEDICAL OFFICE ASSISTANT/SPECIALIST.,01 - UNDERGRADUATE CERTIFICATE,ZONE,9.28,1311,14124,ZONE,100,1311,0,FAIL,14124,13602,Health field
33043,CENTURA COLLEGE,NORTH CHARLESTON,SC,United States,PROPRIETARY 2 TO 3 YEARS,MEDICAL INSURANCE CODING SPECIALIST/CODER.,01 - UNDERGRADUATE CERTIFICATE,PASS,7.37,1311,17765,PASS,999.99,1311,110,FAIL,17765,16993,Health field
33043,CENTURA COLLEGE,NORTH CHARLESTON,SC,United States,PROPRIETARY 2 TO 3 YEARS,MASSAGE THERAPY/THERAPEUTIC MASSAGE.,01 - UNDERGRADUATE CERTIFICATE,ZONE,9.2,1311,14249,ZONE,100,1311,0,FAIL,13098,14249,Health field
33063,ROCKY MOUNTAIN MONTESSORI TEACHER TRAINING PROGRAM,BOULDER,CO,United States,"PRIVATE, NOT-FOR-PROFIT LESS THAN 2 YEARS",MONTESSORI TEACHER EDUCATION.,01 - UNDERGRADUATE CERTIFICATE,PASS,2.87,908,31615,PASS,6.5,908,13960,PASS,27483,31615,Education & Human Sciences
33163,LINCOLN TECHNICAL INSTITUTE - HARTFORD,HARTFORD,CT,United States,PROPRIETARY 2 TO 3 YEARS,BAKING AND PASTRY ARTS/BAKER/PASTRY CHEF.,01 - UNDERGRADUATE CERTIFICATE,FAIL,14.17,2493,17585,FAIL,100,2493,0,FAIL,17585,17120,Others
33163,LINCOLN TECHNICAL INSTITUTE - HARTFORD,HARTFORD,CT,United States,PROPRIETARY 2 TO 3 YEARS,CULINARY ARTS/CHEF TRAINING.,01 - UNDERGRADUATE CERTIFICATE,ZONE,11.45,2648,23125,ZONE,48.4,2648,5470,FAIL,23013,23125,Others
33164,FINE MORTUARY COLLEGE,NORWOOD,MA,United States,PROPRIETARY 2 TO 3 YEARS,"FUNERAL SERVICE AND MORTUARY SCIENCE, GENERAL.",02 - ASSOCIATES DEGREE,PASS,4.37,2554,58380,PASS,6.27,2554,40725,PASS,58380,55751,Sciences
33193,CREATIVE IMAGES INSTITUTE OF COSMETOLOGY,DAYTON,OH,United States,PROPRIETARY 2 TO 3 YEARS,AESTHETICIAN/ESTHETICIAN AND SKIN CARE SPECIALIST.,01 - UNDERGRADUATE CERTIFICATE,PASS,6.79,947,13940,PASS,100,947,0,FAIL,13940,12584,Others
33193,CREATIVE IMAGES INSTITUTE OF COSMETOLOGY,DAYTON,OH,United States,PROPRIETARY 2 TO 3 YEARS,NAIL TECHNICIAN/SPECIALIST AND MANICURIST.,01 - UNDERGRADUATE CERTIFICATE,PASS,2.69,437,16233,PASS,100,437,0,FAIL,16233,15755,Others
33193,CREATIVE IMAGES INSTITUTE OF COSMETOLOGY,DAYTON,OH,United States,PROPRIETARY 2 TO 3 YEARS,"COSMETOLOGY, BARBER/STYLING, AND NAIL INSTRUCTOR.",01 - UNDERGRADUATE CERTIFICATE,ZONE,11.45,1542,13456,ZONE,100,1542,0,FAIL,13426,13456,Others
33243,CENTRAL CAREER SCHOOL,SOUTH PLAINFIELD,NJ,United States,PROPRIETARY LESS THAN 2 YEARS,DENTAL ASSISTING/ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,3.25,758,23322,PASS,13.37,758,5667,PASS,21004,23322,Health field
33243,CENTRAL CAREER SCHOOL,SOUTH PLAINFIELD,NJ,United States,PROPRIETARY LESS THAN 2 YEARS,MEDICAL INSURANCE SPECIALIST/MEDICAL BILLER.,01 - UNDERGRADUATE CERTIFICATE,PASS,1.9,497,26076,PASS,5.9,497,8421,PASS,23049,26076,Health field
33273,HAIR ACADEMY II,HILLCREST HEIGHTS,MD,United States,PROPRIETARY LESS THAN 2 YEARS,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,PASS,4.36,1035,23713,PASS,17.08,1035,6058,PASS,23713,14703,Others
33283,FRANKLIN CAREER INSTITUTE,BROOKLYN,NY,United States,"PRIVATE, NOT-FOR-PROFIT LESS THAN 2 YEARS",MEDICAL/CLINICAL ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,0.52,77,14663,PASS,100,77,0,FAIL,14663,13197,Health field
33294,PRYOR BEAUTY COLLEGE,PRYOR,OK,United States,PROPRIETARY LESS THAN 2 YEARS,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,8213,PASS,0,0,0,PASS,8213,3676,Others
33326,DELTA COLLEGE,COVINGTON,LA,United States,PROPRIETARY 2 TO 3 YEARS,DENTAL ASSISTING/ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,4.12,687,16642,PASS,100,687,0,FAIL,16642,16374,Health field
33326,DELTA COLLEGE,COVINGTON,LA,United States,PROPRIETARY 2 TO 3 YEARS,MEDICAL OFFICE ASSISTANT/SPECIALIST.,01 - UNDERGRADUATE CERTIFICATE,PASS,4.14,590,14219,PASS,100,590,0,FAIL,14219,13000,Health field
33326,DELTA COLLEGE,COVINGTON,LA,United States,PROPRIETARY 2 TO 3 YEARS,"HEALTH AND MEDICAL ADMINISTRATIVE SERVICES, OTHER.",01 - UNDERGRADUATE CERTIFICATE,PASS,3.01,483,16037,PASS,100,483,0,FAIL,15449,16037,Health field
33326,DELTA COLLEGE,COVINGTON,LA,United States,PROPRIETARY 2 TO 3 YEARS,MEDICAL/CLINICAL ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,3.69,625,16909,PASS,100,625,0,FAIL,16729,16909,Health field
33326,DELTA COLLEGE,COVINGTON,LA,United States,PROPRIETARY 2 TO 3 YEARS,MASSAGE THERAPY/THERAPEUTIC MASSAGE.,01 - UNDERGRADUATE CERTIFICATE,PASS,4,630,15745,PASS,100,630,0,FAIL,15745,9249,Health field
33326,DELTA COLLEGE,COVINGTON,LA,United States,PROPRIETARY 2 TO 3 YEARS,LICENSED PRACTICAL/VOCATIONAL NURSE TRAINING.,01 - UNDERGRADUATE CERTIFICATE,PASS,3.96,1247,31453,PASS,9.03,1247,13798,PASS,29874,31453,Health field
33363,CENTURY COLLEGE,SAN JUAN,PR,United States,PROPRIETARY LESS THAN 2 YEARS,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,5908,PASS,0,0,0,PASS,5908,1482,Others
33363,CENTURY COLLEGE,SAN JUAN,PR,United States,PROPRIETARY LESS THAN 2 YEARS,PROTECTIVE SERVICES OPERATIONS.,01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,8655,PASS,0,0,0,PASS,8655,5875,Others
33363,CENTURY COLLEGE,SAN JUAN,PR,United States,PROPRIETARY LESS THAN 2 YEARS,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES, OTHER.",01 - UNDERGRADUATE CERTIFICATE,PASS,0.7,55,7824,PASS,100,55,0,FAIL,7824,3639,Others
33463,ACADEMY FOR NURSING AND HEALTH OCCUPATIONS,WEST PALM BEACH,FL,United States,"PRIVATE, NOT-FOR-PROFIT 2 TO 3 YEARS","REHABILITATION AND THERAPEUTIC PROFESSIONS, OTHER.",01 - UNDERGRADUATE CERTIFICATE,PASS,2.93,378,12868,PASS,100,378,0,FAIL,12868,12459,Others
33463,ACADEMY FOR NURSING AND HEALTH OCCUPATIONS,WEST PALM BEACH,FL,United States,"PRIVATE, NOT-FOR-PROFIT 2 TO 3 YEARS",NURSING ASSISTANT/AIDE AND PATIENT CARE ASSISTANT/AIDE.,01 - UNDERGRADUATE CERTIFICATE,PASS,2.53,481,19009,PASS,35.52,481,1354,FAIL,19009,18712,Health field
33484,MATTIA COLLEGE,MIAMI,FL,United States,PROPRIETARY 4 YEARS OR MORE,MEDICAL INSURANCE CODING SPECIALIST/CODER.,01 - UNDERGRADUATE CERTIFICATE,PASS,5.56,1296,23283,PASS,23.02,1296,5628,ZONE,23283,21840,Health field
33484,MATTIA COLLEGE,MIAMI,FL,United States,PROPRIETARY 4 YEARS OR MORE,PHARMACY TECHNICIAN/ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,4.96,735,14804,PASS,100,735,0,FAIL,14804,13910,Health field
33484,MATTIA COLLEGE,MIAMI,FL,United States,PROPRIETARY 4 YEARS OR MORE,DIAGNOSTIC MEDICAL SONOGRAPHY/SONOGRAPHER AND ULTRASOUND TECHNICIAN.,01 - UNDERGRADUATE CERTIFICATE,FAIL,15.34,2881,18780,FAIL,256.08,2881,1125,FAIL,18780,17751,Health field
33484,MATTIA COLLEGE,MIAMI,FL,United States,PROPRIETARY 4 YEARS OR MORE,RADIOLOGIC TECHNOLOGY/SCIENCE - RADIOGRAPHER.,01 - UNDERGRADUATE CERTIFICATE,ZONE,10.09,2485,24606,ZONE,35.75,2485,6951,FAIL,24606,22236,Sciences
33563,MEDICAL TRAINING COLLEGE,BATON ROUGE,LA,United States,PROPRIETARY LESS THAN 2 YEARS,DENTAL ASSISTING/ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,3.05,639,20927,PASS,19.52,639,3272,PASS,19496,20927,Health field
33563,MEDICAL TRAINING COLLEGE,BATON ROUGE,LA,United States,PROPRIETARY LESS THAN 2 YEARS,MEDICAL OFFICE ASSISTANT/SPECIALIST.,01 - UNDERGRADUATE CERTIFICATE,PASS,3.38,600,17701,PASS,999.99,600,46,FAIL,17010,17701,Health field
33563,MEDICAL TRAINING COLLEGE,BATON ROUGE,LA,United States,PROPRIETARY LESS THAN 2 YEARS,"HEALTH AND MEDICAL ADMINISTRATIVE SERVICES, OTHER.",01 - UNDERGRADUATE CERTIFICATE,PASS,3.08,587,19024,PASS,42.87,587,1369,FAIL,17150,19024,Health field
33563,MEDICAL TRAINING COLLEGE,BATON ROUGE,LA,United States,PROPRIETARY LESS THAN 2 YEARS,MEDICAL/CLINICAL ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,3.52,624,17679,PASS,999.99,624,24,FAIL,17007,17679,Health field
33563,MEDICAL TRAINING COLLEGE,BATON ROUGE,LA,United States,PROPRIETARY LESS THAN 2 YEARS,MASSAGE THERAPY/THERAPEUTIC MASSAGE.,01 - UNDERGRADUATE CERTIFICATE,PASS,4.23,625,14749,PASS,100,625,0,FAIL,14749,11181,Health field
33583,ALLEN SCHOOL,JAMAICA,NY,United States,PROPRIETARY 2 TO 3 YEARS,MEDICAL INSURANCE CODING SPECIALIST/CODER.,01 - UNDERGRADUATE CERTIFICATE,PASS,5.02,917,18258,PASS,152.07,917,603,FAIL,18258,17061,Health field
33583,ALLEN SCHOOL,JAMAICA,NY,United States,PROPRIETARY 2 TO 3 YEARS,MEDICAL INSURANCE CODING SPECIALIST/CODER.,02 - ASSOCIATES DEGREE,PASS,5.1,1097,21483,PASS,28.65,1097,3828,ZONE,21483,19810,Health field
33583,ALLEN SCHOOL,JAMAICA,NY,United States,PROPRIETARY 2 TO 3 YEARS,MEDICAL/CLINICAL ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,7.66,1311,17105,PASS,100,1311,0,FAIL,17105,15235,Health field
33614,FORTIS COLLEGE,FOLEY,AL,United States,PROPRIETARY LESS THAN 2 YEARS,"HEATING, AIR CONDITIONING, VENTILATION AND REFRIGERATION MAINTENANCE TECHNOLOGY/TECHNICIAN.",01 - UNDERGRADUATE CERTIFICATE,ZONE,10.28,1749,17008,ZONE,100,1749,0,FAIL,17008,11800,Sciences
33614,FORTIS COLLEGE,FOLEY,AL,United States,PROPRIETARY LESS THAN 2 YEARS,MEDICAL OFFICE ASSISTANT/SPECIALIST.,01 - UNDERGRADUATE CERTIFICATE,PASS,4.59,716,15593,PASS,100,716,0,FAIL,15318,15593,Health field
33614,FORTIS COLLEGE,FOLEY,AL,United States,PROPRIETARY LESS THAN 2 YEARS,MEDICAL/CLINICAL ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,5.69,928,16305,PASS,100,928,0,FAIL,14991,16305,Health field
33614,FORTIS COLLEGE,FOLEY,AL,United States,PROPRIETARY LESS THAN 2 YEARS,PHARMACY TECHNICIAN/ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,6.65,1031,15488,PASS,100,1031,0,FAIL,15066,15488,Health field
33673,PROFESSIONAL GOLFERS CAREER COLLEGE,TEMECULA,CA,United States,PROPRIETARY 2 TO 3 YEARS,"PARKS, RECREATION AND LEISURE FACILITIES MANAGEMENT, GENERAL.",02 - ASSOCIATES DEGREE,ZONE,10.87,2761,25399,ZONE,35.65,2761,7744,FAIL,25399,24108,Management & Administration
33674,COMMUNITY CARE COLLEGE,TULSA,OK,United States,PROPRIETARY 2 TO 3 YEARS,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,FAIL,12.89,1866,14469,FAIL,100,1866,0,FAIL,14469,12454,Others
33674,COMMUNITY CARE COLLEGE,TULSA,OK,United States,PROPRIETARY 2 TO 3 YEARS,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",02 - ASSOCIATES DEGREE,FAIL,14.59,2423,16601,FAIL,100,2423,0,FAIL,16601,14405,Others
33674,COMMUNITY CARE COLLEGE,TULSA,OK,United States,PROPRIETARY 2 TO 3 YEARS,MEDICAL/CLINICAL ASSISTANT.,02 - ASSOCIATES DEGREE,FAIL,12.04,2269,18836,FAIL,192.12,2269,1181,FAIL,16749,18836,Health field
33674,COMMUNITY CARE COLLEGE,TULSA,OK,United States,PROPRIETARY 2 TO 3 YEARS,MASSAGE THERAPY/THERAPEUTIC MASSAGE.,01 - UNDERGRADUATE CERTIFICATE,ZONE,8.65,1311,15149,ZONE,100,1311,0,FAIL,15149,12242,Health field
33674,COMMUNITY CARE COLLEGE,TULSA,OK,United States,PROPRIETARY 2 TO 3 YEARS,FACIAL TREATMENT SPECIALIST/FACIALIST.,01 - UNDERGRADUATE CERTIFICATE,PASS,4.78,786,16423,PASS,100,786,0,FAIL,16423,13704,Others
33674,COMMUNITY CARE COLLEGE,TULSA,OK,United States,PROPRIETARY 2 TO 3 YEARS,NAIL TECHNICIAN/SPECIALIST AND MANICURIST.,01 - UNDERGRADUATE CERTIFICATE,PASS,5.99,668,11138,PASS,100,668,0,FAIL,11138,9840,Others
33674,COMMUNITY CARE COLLEGE,TULSA,OK,United States,PROPRIETARY 2 TO 3 YEARS,PHYSICAL FITNESS TECHNICIAN.,02 - ASSOCIATES DEGREE,ZONE,9.94,2101,21128,ZONE,60.49,2101,3473,FAIL,21128,21090,Others
33674,COMMUNITY CARE COLLEGE,TULSA,OK,United States,PROPRIETARY 2 TO 3 YEARS,AUTOMOBILE/AUTOMOTIVE MECHANICS TECHNOLOGY/TECHNICIAN.,01 - UNDERGRADUATE CERTIFICATE,PASS,7.04,1697,24084,PASS,26.39,1697,6429,ZONE,23632,24084,Sciences
33674,COMMUNITY CARE COLLEGE,TULSA,OK,United States,PROPRIETARY 2 TO 3 YEARS,WELDING TECHNOLOGY/WELDER.,01 - UNDERGRADUATE CERTIFICATE,PASS,5.44,1487,27301,PASS,15.41,1487,9646,PASS,27146,27301,Sciences
33674,COMMUNITY CARE COLLEGE,TULSA,OK,United States,PROPRIETARY 2 TO 3 YEARS,DENTAL ASSISTING/ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,5.88,1109,18858,PASS,92.18,1109,1203,FAIL,17469,18858,Health field
33674,COMMUNITY CARE COLLEGE,TULSA,OK,United States,PROPRIETARY 2 TO 3 YEARS,DENTAL ASSISTING/ASSISTANT.,02 - ASSOCIATES DEGREE,ZONE,11.06,2045,18487,ZONE,245.79,2045,832,FAIL,17844,18487,Health field
33674,COMMUNITY CARE COLLEGE,TULSA,OK,United States,PROPRIETARY 2 TO 3 YEARS,MEDICAL INSURANCE CODING SPECIALIST/CODER.,02 - ASSOCIATES DEGREE,ZONE,9.26,2256,24337,ZONE,33.76,2256,6682,FAIL,21976,24337,Health field
33674,COMMUNITY CARE COLLEGE,TULSA,OK,United States,PROPRIETARY 2 TO 3 YEARS,MEDICAL/CLINICAL ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,7.49,1311,17485,PASS,100,1311,0,FAIL,16765,17485,Health field
33674,COMMUNITY CARE COLLEGE,TULSA,OK,United States,PROPRIETARY 2 TO 3 YEARS,PHARMACY TECHNICIAN/ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,5.33,1065,19953,PASS,46.34,1065,2298,FAIL,18994,19953,Health field
33674,COMMUNITY CARE COLLEGE,TULSA,OK,United States,PROPRIETARY 2 TO 3 YEARS,VETERINARY/ANIMAL HEALTH TECHNOLOGY/TECHNICIAN AND VETERINARY ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,6.32,1104,17443,PASS,100,1104,0,FAIL,14893,17443,Health field
33674,COMMUNITY CARE COLLEGE,TULSA,OK,United States,PROPRIETARY 2 TO 3 YEARS,SURGICAL TECHNOLOGY/TECHNOLOGIST.,01 - UNDERGRADUATE CERTIFICATE,PASS,7.21,1841,25522,PASS,23.4,1841,7867,ZONE,24005,25522,Health field
33674,COMMUNITY CARE COLLEGE,TULSA,OK,United States,PROPRIETARY 2 TO 3 YEARS,SURGICAL TECHNOLOGY/TECHNOLOGIST.,02 - ASSOCIATES DEGREE,ZONE,11.29,3103,27479,ZONE,31.58,3103,9824,FAIL,25314,27479,Health field
33674,COMMUNITY CARE COLLEGE,TULSA,OK,United States,PROPRIETARY 2 TO 3 YEARS,HEALTH SERVICES ADMINISTRATION.,02 - ASSOCIATES DEGREE,ZONE,9.43,1969,20870,ZONE,61.24,1969,3215,FAIL,20735,20870,Health field
33674,COMMUNITY CARE COLLEGE,TULSA,OK,United States,PROPRIETARY 2 TO 3 YEARS,MASSAGE THERAPY/THERAPEUTIC MASSAGE.,02 - ASSOCIATES DEGREE,ZONE,11.05,2140,19357,ZONE,125.73,2140,1702,FAIL,19357,17239,Health field
33683,MIDWEST TECHNICAL INSTITUTE,SPRINGFIELD,IL,United States,PROPRIETARY 2 TO 3 YEARS,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,PASS,5.01,728,14508,PASS,100,728,0,FAIL,14508,12466,Others
33683,MIDWEST TECHNICAL INSTITUTE,SPRINGFIELD,IL,United States,PROPRIETARY 2 TO 3 YEARS,"HEATING, VENTILATION, AIR CONDITIONING AND REFRIGERATION ENGINEERING TECHNOLOGY/TECHNICIAN.",01 - UNDERGRADUATE CERTIFICATE,PASS,4.64,1144,24626,PASS,16.41,1144,6971,PASS,24626,23041,Sciences
33683,MIDWEST TECHNICAL INSTITUTE,SPRINGFIELD,IL,United States,PROPRIETARY 2 TO 3 YEARS,WELDING TECHNOLOGY/WELDER.,01 - UNDERGRADUATE CERTIFICATE,PASS,5.34,1311,24517,PASS,19.1,1311,6862,PASS,24517,23568,Sciences
33683,MIDWEST TECHNICAL INSTITUTE,SPRINGFIELD,IL,United States,PROPRIETARY 2 TO 3 YEARS,DENTAL ASSISTING/ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,5.91,1127,19066,PASS,79.87,1127,1411,FAIL,18254,19066,Health field
33683,MIDWEST TECHNICAL INSTITUTE,SPRINGFIELD,IL,United States,PROPRIETARY 2 TO 3 YEARS,MEDICAL INSURANCE CODING SPECIALIST/CODER.,01 - UNDERGRADUATE CERTIFICATE,PASS,6.16,1169,18948,PASS,90.4,1169,1293,FAIL,18374,18948,Health field
33683,MIDWEST TECHNICAL INSTITUTE,SPRINGFIELD,IL,United States,PROPRIETARY 2 TO 3 YEARS,MEDICAL/CLINICAL ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,6.52,1144,17544,PASS,100,1144,0,FAIL,16896,17544,Health field
33683,MIDWEST TECHNICAL INSTITUTE,SPRINGFIELD,IL,United States,PROPRIETARY 2 TO 3 YEARS,PHARMACY TECHNICIAN/ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,5.77,1113,19286,PASS,68.24,1113,1631,FAIL,18078,19286,Health field
33683,MIDWEST TECHNICAL INSTITUTE,SPRINGFIELD,IL,United States,PROPRIETARY 2 TO 3 YEARS,MASSAGE THERAPY/THERAPEUTIC MASSAGE.,01 - UNDERGRADUATE CERTIFICATE,PASS,7.7,1144,14844,PASS,100,1144,0,FAIL,14844,13623,Health field
33713,TONI&GUY HAIRDRESSING ACADEMY I TIGI CREATIVE SCHOOL,PLANO,TX,United States,PROPRIETARY LESS THAN 2 YEARS,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,ZONE,9.81,1699,17302,ZONE,100,1699,0,FAIL,17302,15061,Others
33743,FLORIDA COASTAL SCHOOL OF LAW,JACKSONVILLE,FL,United States,PROPRIETARY 4 YEARS OR MORE,LAW.,07 - FIRST PROFESSIONAL DEGREE,ZONE,21.35,9836,46053,FAIL,29.04,9836,28398,ZONE,45861,46053,Others
33803,STAR CAREER ACADEMY,SYOSSET,NY,United States,PROPRIETARY LESS THAN 2 YEARS,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,FAIL,16.33,1875,11481,FAIL,100,1875,0,FAIL,11481,8504,Others
33803,STAR CAREER ACADEMY,SYOSSET,NY,United States,PROPRIETARY LESS THAN 2 YEARS,"COOKING AND RELATED CULINARY ARTS, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,PASS,0.06,17,25217,PASS,0.22,17,7562,PASS,25217,24584,Others
33803,STAR CAREER ACADEMY,SYOSSET,NY,United States,PROPRIETARY LESS THAN 2 YEARS,BAKING AND PASTRY ARTS/BAKER/PASTRY CHEF.,01 - UNDERGRADUATE CERTIFICATE,PASS,4.05,874,21542,PASS,22.48,874,3887,ZONE,21542,18539,Others
33803,STAR CAREER ACADEMY,SYOSSET,NY,United States,PROPRIETARY LESS THAN 2 YEARS,CULINARY ARTS/CHEF TRAINING.,01 - UNDERGRADUATE CERTIFICATE,PASS,1.36,248,18117,PASS,53.67,248,462,FAIL,18117,15887,Others
